idade,horas_estudo_por_dia,frequencia_percentual,escolaridade_dos_pais,nota_matematica,nota_ciencias,nota_ingles,media_ano_anterior,percentual_final
14,4.4,58.0,High School,49.0,87.0,74.0,47.0,70.0
16,5.9,68.0,Postgraduate,42.0,92.0,61.0,65.0,65.0
16,5.6,77.0,Graduate,79.0,43.0,59.0,91.0,60.33
16,0.6,94.0,High School,67.0,77.0,95.0,94.0,79.67
17,2.5,80.0,Graduate,87.0,55.0,75.0,81.0,72.33
18,5.1,70.0,Postgraduate,50.0,88.0,80.0,57.0,72.67
15,2.2,88.0,High School,,42.0,35.0,47.0,41.33
19,,74.0,Graduate,76.0,59.0,87.0,44.0,74.0
15,5.0,90.0,Graduate,79.0,91.0,45.0,79.0,71.67
19,1.3,56.0,Graduate,,62.0,65.0,68.0,54.33
17,3.0,67.0,Graduate,,37.0,73.0,,65.67
16,1.2,50.0,Postgraduate,80.0,47.0,,45.0,72.33
15,5.4,73.0,Postgraduate,69.0,,35.0,72.0,52.33
15,0.6,78.0,High School,98.0,80.0,69.0,40.0,82.33
16,3.5,75.0,High School,,50.0,89.0,78.0,64.67
18,2.9,56.0,Graduate,41.0,69.0,41.0,95.0,50.33
18,3.7,,High School,91.0,,64.0,61.0,71.0
17,4.2,99.0,Graduate,77.0,79.0,45.0,55.0,67.0
15,3.2,58.0,High School,82.0,83.0,79.0,80.0,81.33
19,,62.0,Postgraduate,68.0,37.0,55.0,,53.33
17,0.6,96.0,Postgraduate,40.0,38.0,59.0,85.0,45.67
14,2.8,,Graduate,91.0,,37.0,63.0,58.67
19,1.5,77.0,High School,88.0,77.0,52.0,59.0,72.33
16,0.5,86.0,High School,74.0,52.0,83.0,45.0,69.67
18,5.8,92.0,Graduate,82.0,69.0,91.0,57.0,80.67
18,4.8,64.0,Graduate,68.0,,67.0,46.0,70.67
15,0.8,72.0,Graduate,54.0,42.0,78.0,67.0,58.0
14,1.8,,Graduate,97.0,62.0,69.0,74.0,76.0
14,4.4,87.0,High School,36.0,70.0,47.0,54.0,51.0
19,3.1,91.0,Graduate,96.0,45.0,60.0,67.0,67.0
18,2.1,65.0,Postgraduate,46.0,36.0,89.0,,57.0
18,1.4,90.0,High School,,,80.0,94.0,75.33
15,2.9,74.0,Postgraduate,74.0,90.0,86.0,73.0,83.33
14,3.0,58.0,Postgraduate,80.0,49.0,61.0,52.0,63.33
16,3.6,56.0,Postgraduate,55.0,47.0,87.0,84.0,63.0
16,3.7,95.0,Postgraduate,72.0,59.0,41.0,95.0,57.33
17,0.9,68.0,Graduate,60.0,87.0,74.0,,73.67
17,2.5,88.0,Graduate,94.0,92.0,66.0,43.0,84.0
18,2.0,85.0,Graduate,,46.0,64.0,71.0,54.0
16,,95.0,Postgraduate,39.0,37.0,55.0,62.0,43.67
15,2.0,64.0,Postgraduate,60.0,78.0,97.0,,78.33
14,,84.0,,76.0,61.0,91.0,44.0,76.0
14,3.3,72.0,Postgraduate,84.0,83.0,36.0,91.0,67.67
18,3.2,61.0,Graduate,48.0,36.0,80.0,85.0,54.67
17,3.4,92.0,High School,65.0,86.0,55.0,93.0,68.67
14,2.3,,High School,52.0,72.0,93.0,95.0,72.33
19,5.9,58.0,Graduate,89.0,70.0,68.0,87.0,75.67
18,3.1,91.0,Postgraduate,57.0,55.0,68.0,57.0,60.0
17,2.6,87.0,High School,75.0,91.0,58.0,70.0,74.67
17,3.9,96.0,Graduate,92.0,80.0,88.0,49.0,86.67
14,3.4,59.0,High School,64.0,98.0,56.0,84.0,72.67
17,2.5,91.0,Graduate,86.0,55.0,97.0,80.0,79.33
18,3.8,84.0,Postgraduate,85.0,63.0,95.0,45.0,81.0
16,,74.0,Postgraduate,94.0,66.0,94.0,80.0,84.67
18,0.8,74.0,Graduate,64.0,57.0,91.0,93.0,70.67
17,,,Graduate,54.0,56.0,65.0,44.0,58.33
19,5.8,89.0,Graduate,75.0,94.0,63.0,63.0,77.33
14,2.8,,Postgraduate,91.0,50.0,86.0,49.0,75.67
15,6.0,86.0,Graduate,46.0,51.0,70.0,76.0,55.67
15,,56.0,Graduate,46.0,86.0,83.0,93.0,71.67
19,3.9,52.0,,70.0,73.0,97.0,65.0,80.0
14,5.8,54.0,High School,96.0,94.0,44.0,85.0,78.0
19,4.6,63.0,High School,,100.0,37.0,93.0,72.33
16,5.2,68.0,Graduate,36.0,75.0,93.0,,68.0
18,0.8,97.0,Graduate,59.0,,82.0,60.0,73.67
16,5.6,78.0,Postgraduate,91.0,62.0,100.0,76.0,84.33
18,2.6,60.0,Postgraduate,49.0,66.0,72.0,89.0,62.33
15,4.9,94.0,,49.0,43.0,37.0,50.0,43.0
18,5.6,60.0,Graduate,67.0,54.0,70.0,40.0,63.67
18,,76.0,,41.0,43.0,59.0,,47.67
18,0.6,72.0,Postgraduate,65.0,90.0,48.0,73.0,67.67
15,3.1,94.0,Graduate,40.0,,45.0,51.0,41.33
19,4.1,85.0,Postgraduate,79.0,74.0,65.0,,72.67
14,4.8,70.0,Postgraduate,83.0,69.0,48.0,43.0,66.67
17,0.7,50.0,,50.0,87.0,88.0,51.0,75.0
16,5.9,90.0,Postgraduate,60.0,95.0,,71.0,75.33
17,3.8,57.0,Graduate,75.0,37.0,75.0,,62.33
18,2.6,83.0,High School,,55.0,85.0,67.0,73.33
14,5.7,95.0,Graduate,64.0,79.0,96.0,58.0,79.67
16,3.2,76.0,Graduate,100.0,46.0,63.0,94.0,69.67
17,,91.0,High School,46.0,91.0,71.0,46.0,69.33
17,1.4,53.0,Graduate,88.0,43.0,99.0,70.0,76.67
18,5.8,99.0,,53.0,72.0,99.0,51.0,74.67
15,4.7,99.0,,40.0,100.0,76.0,84.0,72.0
14,1.7,,,65.0,79.0,,91.0,72.33
18,0.7,78.0,High School,82.0,,97.0,70.0,74.33
18,4.0,78.0,Graduate,96.0,49.0,54.0,79.0,66.33
16,3.9,86.0,High School,48.0,92.0,63.0,78.0,67.67
18,2.3,83.0,High School,76.0,88.0,79.0,87.0,81.0
15,1.4,86.0,Graduate,50.0,,91.0,66.0,61.0
19,2.4,80.0,High School,,98.0,,53.0,69.0
15,0.6,68.0,Graduate,,99.0,86.0,71.0,74.33
16,0.6,66.0,Postgraduate,97.0,59.0,91.0,,82.33
19,4.4,51.0,Graduate,57.0,56.0,,46.0,67.0
14,4.9,97.0,High School,67.0,67.0,37.0,89.0,57.0
17,4.8,60.0,Postgraduate,70.0,78.0,55.0,93.0,67.67
14,2.1,66.0,Postgraduate,55.0,,49.0,70.0,55.0
19,,96.0,High School,77.0,80.0,61.0,62.0,72.67
19,,69.0,Graduate,53.0,56.0,96.0,45.0,68.33
19,3.5,95.0,Postgraduate,51.0,89.0,57.0,53.0,65.67
14,3.2,52.0,Graduate,64.0,38.0,86.0,48.0,62.67
18,4.2,57.0,Postgraduate,79.0,57.0,38.0,78.0,58.0
14,4.2,93.0,Postgraduate,73.0,,70.0,93.0,76.33
15,4.4,97.0,Graduate,80.0,,40.0,58.0,65.67
18,4.1,100.0,Postgraduate,87.0,94.0,99.0,51.0,93.33
14,5.2,90.0,High School,98.0,38.0,38.0,65.0,58.0
19,0.6,85.0,Graduate,81.0,92.0,85.0,,86.0
17,3.3,80.0,Postgraduate,86.0,45.0,47.0,48.0,59.33
14,1.3,,Graduate,,88.0,71.0,58.0,69.67
17,1.7,63.0,High School,76.0,69.0,73.0,84.0,72.67
18,0.6,67.0,,73.0,45.0,86.0,85.0,68.0
17,,65.0,High School,38.0,62.0,41.0,48.0,47.0
14,1.9,69.0,,59.0,99.0,48.0,59.0,68.67
19,1.9,67.0,Postgraduate,70.0,98.0,43.0,53.0,70.33
17,5.7,57.0,Postgraduate,82.0,70.0,84.0,87.0,78.67
19,2.9,97.0,Graduate,86.0,49.0,75.0,95.0,70.0
15,1.5,78.0,,36.0,45.0,,67.0,51.67
19,2.3,70.0,Postgraduate,60.0,84.0,92.0,44.0,78.67
14,4.5,70.0,Postgraduate,48.0,,60.0,82.0,52.0
18,4.4,69.0,Graduate,88.0,63.0,92.0,,81.0
18,5.3,53.0,High School,58.0,57.0,76.0,,63.67
18,5.1,58.0,High School,75.0,83.0,,95.0,78.33
19,5.7,56.0,Postgraduate,67.0,77.0,66.0,50.0,70.0
17,5.8,68.0,Graduate,54.0,46.0,52.0,79.0,50.67
18,2.8,81.0,Graduate,98.0,65.0,87.0,62.0,83.33
14,0.7,57.0,High School,95.0,60.0,66.0,52.0,73.67
19,5.4,91.0,Postgraduate,70.0,76.0,42.0,48.0,62.67
19,1.8,82.0,Postgraduate,44.0,66.0,95.0,84.0,68.33
18,1.4,,High School,92.0,76.0,41.0,52.0,69.67
17,3.4,51.0,Postgraduate,79.0,87.0,44.0,70.0,70.0
15,2.7,,High School,46.0,85.0,58.0,42.0,63.0
14,1.7,98.0,Graduate,91.0,43.0,100.0,50.0,78.0
15,4.4,60.0,Graduate,39.0,59.0,52.0,79.0,50.0
15,2.3,90.0,Postgraduate,62.0,57.0,50.0,81.0,56.33
17,3.1,89.0,Graduate,100.0,41.0,69.0,65.0,70.0
16,1.0,86.0,Postgraduate,48.0,58.0,50.0,77.0,52.0
14,4.0,70.0,High School,56.0,45.0,45.0,95.0,48.67
19,1.2,51.0,Graduate,87.0,,84.0,59.0,72.67
16,3.8,58.0,Graduate,90.0,52.0,61.0,75.0,67.67
16,3.1,73.0,High School,37.0,42.0,40.0,45.0,39.67
17,,89.0,Postgraduate,91.0,38.0,,80.0,63.33
19,5.4,79.0,Postgraduate,93.0,52.0,51.0,81.0,65.33
16,3.4,85.0,Graduate,68.0,75.0,43.0,65.0,62.0
14,4.0,52.0,High School,65.0,94.0,55.0,83.0,71.33
16,4.4,65.0,Graduate,,67.0,,45.0,70.67
17,4.2,76.0,Graduate,38.0,57.0,79.0,68.0,58.0
14,,77.0,High School,80.0,96.0,43.0,62.0,73.0
18,5.6,60.0,,84.0,46.0,,61.0,72.33
17,3.3,,Graduate,94.0,37.0,37.0,75.0,56.0
15,1.4,95.0,Postgraduate,47.0,61.0,39.0,46.0,49.0
15,2.6,99.0,Postgraduate,47.0,,81.0,74.0,60.67
18,4.9,92.0,Postgraduate,67.0,44.0,71.0,43.0,60.67
17,4.4,82.0,High School,80.0,59.0,80.0,79.0,73.0
19,0.9,72.0,High School,65.0,90.0,99.0,45.0,84.67
17,2.1,,High School,77.0,68.0,,72.0,80.33
15,4.1,65.0,High School,99.0,38.0,,,70.0
16,4.4,53.0,Postgraduate,99.0,,89.0,75.0,83.33
15,5.7,83.0,Postgraduate,,49.0,92.0,46.0,62.33
18,1.8,88.0,Postgraduate,71.0,99.0,49.0,,73.0
19,4.6,52.0,Graduate,62.0,41.0,96.0,53.0,66.33
19,1.2,65.0,Postgraduate,,,99.0,91.0,60.33
18,5.9,66.0,Postgraduate,63.0,47.0,77.0,51.0,62.33
16,4.8,82.0,Graduate,81.0,74.0,74.0,92.0,76.33
15,2.5,,Graduate,46.0,97.0,41.0,49.0,61.33
15,2.4,98.0,High School,49.0,93.0,94.0,45.0,78.67
17,2.9,63.0,Postgraduate,96.0,93.0,44.0,85.0,77.67
16,4.8,98.0,Postgraduate,100.0,74.0,45.0,92.0,73.0
17,3.4,68.0,High School,72.0,80.0,46.0,59.0,66.0
16,4.4,,High School,80.0,39.0,41.0,66.0,53.33
16,,80.0,,81.0,53.0,53.0,52.0,62.33
14,2.5,71.0,Graduate,60.0,88.0,87.0,54.0,78.33
19,1.6,75.0,High School,56.0,56.0,36.0,85.0,49.33
14,2.4,86.0,Postgraduate,99.0,42.0,36.0,80.0,59.0
15,4.0,100.0,High School,44.0,91.0,56.0,,63.67
18,4.8,78.0,Graduate,88.0,64.0,63.0,89.0,71.67
15,5.9,,Postgraduate,71.0,98.0,40.0,55.0,69.67
17,5.5,79.0,High School,68.0,45.0,77.0,95.0,63.33
14,3.2,91.0,High School,84.0,55.0,47.0,67.0,62.0
14,4.1,62.0,Postgraduate,52.0,72.0,85.0,,69.67
18,3.2,68.0,Postgraduate,58.0,94.0,78.0,70.0,76.67
17,3.6,56.0,High School,98.0,43.0,52.0,68.0,64.33
16,1.7,83.0,High School,87.0,58.0,59.0,73.0,68.0
17,,75.0,Postgraduate,,,35.0,54.0,45.33
17,5.0,69.0,Graduate,96.0,41.0,72.0,64.0,69.67
16,1.6,72.0,High School,59.0,54.0,48.0,44.0,53.67
17,4.1,68.0,Postgraduate,47.0,37.0,35.0,79.0,39.67
15,1.1,88.0,Graduate,59.0,66.0,71.0,63.0,65.33
14,0.9,,Postgraduate,77.0,,43.0,71.0,60.0
19,4.4,66.0,High School,38.0,71.0,79.0,90.0,62.67
14,4.3,93.0,High School,42.0,90.0,88.0,50.0,73.33
15,4.9,78.0,Postgraduate,91.0,82.0,63.0,76.0,78.67
16,4.5,84.0,Postgraduate,100.0,83.0,42.0,77.0,75.0
16,3.8,90.0,Postgraduate,74.0,95.0,67.0,,78.67
18,,,Graduate,53.0,45.0,35.0,52.0,44.33
19,5.7,79.0,High School,84.0,89.0,97.0,,90.0
18,2.0,79.0,Graduate,100.0,87.0,82.0,94.0,89.67
19,5.3,63.0,Graduate,,48.0,71.0,48.0,67.33
14,4.2,60.0,High School,45.0,68.0,65.0,78.0,59.33
19,1.1,64.0,Postgraduate,41.0,53.0,46.0,77.0,46.67
15,,97.0,Postgraduate,45.0,47.0,43.0,57.0,45.0
18,4.2,98.0,High School,67.0,97.0,36.0,88.0,66.67
16,5.1,76.0,Postgraduate,78.0,,42.0,48.0,55.0
18,5.1,51.0,Postgraduate,72.0,69.0,,,66.33
18,3.5,91.0,Graduate,66.0,39.0,47.0,,50.67
15,3.4,60.0,High School,38.0,69.0,43.0,79.0,50.0
15,2.9,100.0,Postgraduate,42.0,42.0,36.0,57.0,40.0
17,1.7,77.0,Postgraduate,57.0,71.0,,,69.33
15,5.7,,Graduate,70.0,81.0,50.0,47.0,67.0
16,3.1,75.0,Graduate,87.0,53.0,85.0,43.0,75.0
19,1.5,62.0,Graduate,80.0,58.0,,81.0,64.33
14,5.5,80.0,Postgraduate,50.0,93.0,77.0,80.0,73.33
14,,93.0,High School,71.0,91.0,41.0,87.0,67.67
18,1.2,96.0,Postgraduate,39.0,81.0,79.0,51.0,66.33
16,3.4,68.0,High School,54.0,57.0,77.0,46.0,62.67
18,0.6,80.0,High School,51.0,84.0,42.0,55.0,59.0
19,2.2,91.0,High School,59.0,44.0,45.0,80.0,49.33
15,5.3,75.0,Graduate,37.0,44.0,85.0,83.0,55.33
19,5.5,68.0,Graduate,93.0,52.0,48.0,94.0,64.33
19,4.9,,Graduate,58.0,55.0,39.0,71.0,50.67
14,3.1,50.0,Postgraduate,85.0,93.0,77.0,68.0,85.0
15,0.7,51.0,Postgraduate,73.0,46.0,,65.0,64.67
18,2.2,,Graduate,,45.0,61.0,68.0,61.33
16,3.9,,Postgraduate,69.0,86.0,92.0,73.0,82.33
19,,66.0,Postgraduate,59.0,93.0,38.0,87.0,63.33
16,0.9,54.0,Graduate,92.0,,67.0,47.0,79.33
17,1.0,71.0,Postgraduate,91.0,61.0,85.0,51.0,79.0
18,3.4,61.0,Postgraduate,96.0,83.0,99.0,70.0,92.67
15,2.4,81.0,Postgraduate,74.0,68.0,81.0,68.0,74.33
19,2.0,59.0,,66.0,88.0,48.0,57.0,67.33
14,1.2,,Graduate,52.0,43.0,91.0,41.0,62.0
14,5.7,100.0,High School,61.0,56.0,50.0,80.0,55.67
14,4.6,64.0,Graduate,61.0,69.0,,71.0,64.0
16,5.5,50.0,Graduate,65.0,,95.0,67.0,80.67
16,2.2,83.0,Postgraduate,35.0,58.0,49.0,68.0,47.33
17,3.8,65.0,Postgraduate,35.0,45.0,63.0,47.0,47.67
17,4.8,94.0,High School,49.0,75.0,82.0,75.0,68.67
18,4.4,60.0,High School,82.0,97.0,81.0,92.0,86.67
18,5.1,59.0,Graduate,60.0,56.0,63.0,87.0,59.67
17,4.1,85.0,High School,68.0,38.0,85.0,92.0,63.67
16,4.7,72.0,Postgraduate,56.0,66.0,84.0,47.0,68.67
14,5.1,83.0,High School,64.0,49.0,43.0,80.0,52.0
18,5.9,69.0,Graduate,95.0,99.0,,41.0,94.67
19,1.7,86.0,High School,46.0,93.0,61.0,56.0,66.67
16,5.3,72.0,Postgraduate,99.0,76.0,78.0,46.0,84.33
16,2.7,94.0,,71.0,44.0,67.0,92.0,60.67
15,2.8,89.0,High School,41.0,48.0,57.0,45.0,48.67
15,0.5,87.0,Postgraduate,47.0,38.0,58.0,52.0,47.67
17,4.4,67.0,Postgraduate,46.0,69.0,,75.0,69.33
19,1.5,78.0,High School,93.0,35.0,74.0,59.0,67.33
16,5.9,86.0,,66.0,68.0,80.0,94.0,71.33
17,4.2,90.0,Graduate,81.0,59.0,66.0,57.0,68.67
18,1.9,,Graduate,48.0,60.0,58.0,47.0,55.33
17,3.8,72.0,Postgraduate,92.0,39.0,85.0,56.0,72.0
14,1.6,90.0,High School,39.0,66.0,58.0,81.0,54.33
18,1.0,86.0,Postgraduate,,87.0,41.0,47.0,74.67
14,3.2,84.0,Graduate,96.0,,60.0,52.0,67.67
17,1.0,63.0,High School,73.0,42.0,87.0,47.0,67.33
17,4.0,56.0,,86.0,56.0,99.0,79.0,80.33
16,3.2,,Postgraduate,53.0,51.0,49.0,40.0,51.0
17,0.7,89.0,Postgraduate,91.0,35.0,64.0,48.0,63.33
19,3.3,58.0,Graduate,,60.0,99.0,60.0,69.67
15,3.0,72.0,High School,43.0,93.0,,51.0,72.33
14,3.4,51.0,High School,88.0,46.0,57.0,78.0,63.67
18,5.1,54.0,Graduate,61.0,44.0,79.0,43.0,61.33
15,1.5,85.0,High School,73.0,,74.0,89.0,66.33
18,2.0,99.0,High School,97.0,62.0,81.0,53.0,80.0
17,0.9,58.0,Graduate,49.0,68.0,99.0,80.0,72.0
14,1.4,75.0,High School,37.0,83.0,41.0,40.0,53.67
18,1.0,57.0,Postgraduate,56.0,55.0,72.0,91.0,61.0
18,3.1,83.0,Graduate,61.0,70.0,74.0,66.0,68.33
14,1.2,60.0,,79.0,97.0,,45.0,70.67
18,3.8,85.0,Graduate,,,43.0,,50.33
16,4.1,81.0,Graduate,81.0,58.0,67.0,46.0,68.67
17,3.1,70.0,High School,70.0,71.0,77.0,91.0,72.67
14,4.2,94.0,,39.0,81.0,63.0,,61.0
19,0.7,61.0,Postgraduate,81.0,77.0,91.0,90.0,83.0
17,5.7,67.0,High School,54.0,58.0,61.0,87.0,57.67
19,4.4,87.0,Graduate,42.0,35.0,93.0,91.0,56.67
16,2.9,98.0,Postgraduate,58.0,38.0,,84.0,59.0
16,1.2,81.0,Postgraduate,73.0,49.0,42.0,92.0,54.67
18,2.4,76.0,High School,95.0,42.0,99.0,45.0,78.67
19,3.5,97.0,Graduate,94.0,,44.0,57.0,72.33
17,1.6,56.0,Postgraduate,49.0,86.0,86.0,44.0,73.67
15,5.2,51.0,Postgraduate,98.0,63.0,94.0,59.0,85.0
19,,65.0,Graduate,,99.0,94.0,49.0,82.33
16,3.7,89.0,High School,89.0,71.0,97.0,90.0,85.67
19,4.5,93.0,Graduate,37.0,57.0,89.0,69.0,61.0
19,,79.0,High School,60.0,61.0,,94.0,53.33
16,4.7,90.0,Graduate,79.0,51.0,88.0,88.0,72.67
19,4.2,81.0,High School,39.0,40.0,87.0,44.0,55.33
17,5.4,76.0,High School,72.0,77.0,42.0,65.0,63.67
14,5.1,51.0,Graduate,51.0,91.0,91.0,64.0,77.67
17,4.7,92.0,Graduate,45.0,52.0,37.0,68.0,44.67
18,4.4,82.0,Postgraduate,71.0,97.0,56.0,45.0,74.67
17,2.8,75.0,High School,76.0,,90.0,89.0,80.67
15,1.3,85.0,Graduate,44.0,97.0,43.0,70.0,61.33
15,3.3,79.0,Graduate,94.0,68.0,83.0,74.0,81.67
19,4.2,78.0,Postgraduate,86.0,48.0,59.0,94.0,64.33
19,3.4,52.0,,67.0,59.0,41.0,48.0,55.67
18,2.2,89.0,High School,55.0,99.0,50.0,61.0,68.0
18,2.7,75.0,Postgraduate,47.0,42.0,100.0,51.0,63.0
19,3.6,93.0,,67.0,38.0,40.0,57.0,48.33
19,3.2,84.0,Graduate,80.0,91.0,66.0,89.0,79.0
17,0.8,63.0,Graduate,,61.0,85.0,,80.67
17,1.1,91.0,High School,73.0,50.0,96.0,44.0,73.0
17,,93.0,High School,100.0,56.0,69.0,45.0,75.0
15,2.0,99.0,Postgraduate,73.0,48.0,40.0,95.0,53.67
18,3.4,78.0,Postgraduate,76.0,94.0,44.0,84.0,71.33
14,4.0,54.0,Postgraduate,60.0,69.0,90.0,79.0,73.0
18,3.7,95.0,Graduate,50.0,88.0,87.0,62.0,75.0
17,2.0,80.0,High School,52.0,42.0,95.0,85.0,63.0
16,5.5,62.0,Graduate,80.0,,,74.0,62.33
15,1.2,62.0,Postgraduate,69.0,80.0,72.0,82.0,73.67
18,3.6,53.0,Graduate,53.0,78.0,61.0,94.0,64.0
15,1.2,51.0,Graduate,85.0,,94.0,69.0,86.0
16,0.9,97.0,High School,54.0,91.0,67.0,40.0,70.67
14,0.9,92.0,Graduate,88.0,56.0,40.0,,61.33
17,1.5,54.0,Graduate,93.0,65.0,59.0,85.0,72.33
19,1.5,83.0,Graduate,85.0,82.0,97.0,75.0,88.0
17,0.7,56.0,Postgraduate,69.0,35.0,37.0,82.0,47.0
15,1.0,63.0,Postgraduate,57.0,79.0,90.0,91.0,75.33
18,2.4,,Graduate,69.0,36.0,83.0,89.0,62.67
19,1.7,85.0,High School,81.0,81.0,71.0,74.0,77.67
17,1.7,75.0,High School,74.0,73.0,61.0,52.0,69.33
16,2.1,87.0,Postgraduate,71.0,54.0,67.0,49.0,64.0
19,1.3,55.0,Postgraduate,,47.0,61.0,,67.33
14,1.9,85.0,Postgraduate,74.0,60.0,100.0,69.0,78.0
14,1.6,63.0,Postgraduate,49.0,41.0,,40.0,63.33
18,4.4,81.0,Postgraduate,76.0,63.0,42.0,80.0,60.33
15,5.4,85.0,High School,76.0,71.0,63.0,83.0,70.0
19,3.8,58.0,Graduate,78.0,56.0,48.0,75.0,60.67
18,3.4,68.0,High School,57.0,44.0,82.0,65.0,61.0
14,3.1,60.0,,84.0,51.0,44.0,51.0,59.67
19,2.0,79.0,Graduate,74.0,,79.0,47.0,68.0
16,0.8,50.0,Postgraduate,44.0,41.0,52.0,48.0,45.67
19,5.6,53.0,Postgraduate,87.0,98.0,89.0,77.0,91.33
16,3.6,60.0,Postgraduate,66.0,59.0,58.0,82.0,61.0
15,3.7,80.0,Postgraduate,95.0,62.0,46.0,95.0,67.67
16,5.5,57.0,Graduate,,57.0,65.0,83.0,56.33
19,3.6,68.0,High School,89.0,36.0,80.0,71.0,68.33
19,4.3,82.0,High School,88.0,38.0,49.0,42.0,58.33
14,5.5,57.0,High School,52.0,41.0,90.0,61.0,61.0
18,4.8,73.0,Graduate,85.0,63.0,51.0,49.0,66.33
14,1.6,61.0,,77.0,94.0,80.0,55.0,83.67
16,2.2,87.0,Graduate,54.0,,58.0,84.0,68.67
16,3.9,66.0,High School,73.0,35.0,92.0,91.0,66.67
14,5.2,91.0,Graduate,57.0,,68.0,59.0,70.67
19,,82.0,Graduate,85.0,93.0,98.0,87.0,92.0
15,2.7,99.0,High School,87.0,54.0,67.0,55.0,69.33
19,1.2,93.0,Postgraduate,48.0,63.0,53.0,65.0,54.67
17,4.9,,High School,96.0,72.0,99.0,40.0,89.0
14,1.2,65.0,Graduate,51.0,96.0,,88.0,73.33
15,2.8,75.0,Graduate,58.0,71.0,47.0,58.0,58.67
15,0.7,67.0,High School,83.0,68.0,82.0,58.0,77.67
19,1.8,79.0,High School,42.0,93.0,57.0,,64.0
15,1.1,81.0,Graduate,81.0,96.0,92.0,65.0,89.67
15,3.9,100.0,Graduate,70.0,62.0,75.0,82.0,69.0
16,2.5,,Graduate,41.0,100.0,36.0,85.0,59.0
16,2.9,73.0,,,62.0,85.0,71.0,72.33
17,0.7,70.0,Postgraduate,79.0,40.0,59.0,63.0,59.33
15,2.8,72.0,Graduate,60.0,45.0,,41.0,47.0
19,3.9,91.0,Postgraduate,68.0,36.0,99.0,87.0,67.67
16,2.8,82.0,Graduate,89.0,79.0,57.0,,75.0
16,1.8,75.0,Graduate,74.0,57.0,45.0,74.0,58.67
18,4.6,57.0,Postgraduate,55.0,36.0,70.0,88.0,53.67
18,1.6,80.0,Postgraduate,,39.0,54.0,54.0,43.67
18,0.6,72.0,Postgraduate,69.0,,,75.0,62.0
16,2.8,,High School,,66.0,51.0,83.0,67.0
19,0.6,97.0,Postgraduate,59.0,55.0,,94.0,71.33
18,0.5,79.0,High School,55.0,82.0,75.0,66.0,70.67
18,2.9,51.0,,69.0,75.0,82.0,,75.33
16,5.9,66.0,High School,71.0,63.0,50.0,74.0,61.33
16,5.4,93.0,Postgraduate,80.0,80.0,62.0,93.0,74.0
14,5.9,90.0,Graduate,80.0,77.0,85.0,92.0,80.67
14,5.0,57.0,High School,92.0,65.0,90.0,55.0,82.33
17,2.0,97.0,High School,77.0,37.0,78.0,72.0,64.0
16,1.0,61.0,Postgraduate,51.0,,67.0,76.0,54.33
15,,83.0,High School,58.0,45.0,,45.0,55.67
16,1.4,82.0,Graduate,39.0,57.0,36.0,72.0,44.0
15,5.4,67.0,High School,56.0,41.0,84.0,79.0,60.33
19,3.1,100.0,High School,48.0,48.0,51.0,60.0,49.0
17,5.3,82.0,Postgraduate,68.0,100.0,96.0,79.0,88.0
16,4.5,94.0,High School,87.0,91.0,42.0,40.0,73.33
16,4.2,93.0,High School,91.0,60.0,72.0,89.0,74.33
19,5.0,51.0,Postgraduate,69.0,,39.0,72.0,65.33
14,1.4,86.0,,55.0,57.0,36.0,63.0,49.33
17,3.0,50.0,Postgraduate,67.0,91.0,88.0,,82.0
19,1.7,73.0,High School,80.0,52.0,56.0,53.0,62.67
18,5.8,85.0,High School,47.0,81.0,,70.0,71.0
15,1.6,59.0,Postgraduate,53.0,79.0,46.0,57.0,59.33
16,4.0,53.0,Postgraduate,41.0,,89.0,,75.33
19,4.2,66.0,Graduate,76.0,99.0,75.0,94.0,83.33
15,1.9,72.0,Graduate,72.0,53.0,49.0,92.0,58.0
18,5.2,92.0,Graduate,93.0,41.0,42.0,75.0,58.67
18,1.8,95.0,High School,57.0,90.0,85.0,48.0,77.33
19,3.4,72.0,High School,58.0,94.0,36.0,47.0,62.67
18,3.9,79.0,Postgraduate,78.0,44.0,73.0,77.0,65.0
14,3.4,,Postgraduate,55.0,42.0,93.0,75.0,63.33
17,2.7,,Postgraduate,71.0,38.0,82.0,85.0,63.67
15,1.3,53.0,Graduate,57.0,56.0,89.0,44.0,67.33
15,4.7,62.0,High School,82.0,61.0,56.0,82.0,66.33
16,,50.0,Postgraduate,40.0,93.0,40.0,95.0,57.67
15,5.0,100.0,Graduate,45.0,48.0,88.0,55.0,60.33
15,5.8,90.0,Postgraduate,93.0,70.0,85.0,,82.67
14,,63.0,,59.0,70.0,98.0,54.0,75.67
14,4.1,53.0,High School,86.0,77.0,68.0,44.0,77.0
17,3.4,65.0,High School,,57.0,36.0,77.0,45.0
14,2.5,73.0,Graduate,80.0,71.0,,57.0,82.0
17,2.0,80.0,Postgraduate,69.0,49.0,88.0,,68.67
19,4.4,62.0,,75.0,81.0,95.0,43.0,83.67
18,1.3,,High School,99.0,51.0,72.0,59.0,74.0
16,3.2,54.0,Postgraduate,42.0,79.0,48.0,40.0,56.33
18,4.0,84.0,Postgraduate,89.0,71.0,,45.0,76.33
17,4.5,93.0,Postgraduate,51.0,39.0,70.0,40.0,53.33
18,4.9,52.0,High School,77.0,39.0,98.0,68.0,71.33
16,2.6,94.0,Graduate,69.0,40.0,98.0,81.0,69.0
